1E60 1460488_1483485_1E60.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["return__return", 1], ["string_literal__\"Case #%d: %s\\n\"", 1], ["minus__-", 1], ["char_constant__'a'", 2], ["char_constant__' '", 1], ["char_constant__'\\0'", 1], ["exclaimequal__!=", 2], ["identifier__printf", 1], ["identifier__i", 6], ["string_literal__\"%[a-z ]\\n\"", 1], ["sizeof__sizeof", 1], ["identifier__memset", 1], ["if__if", 1], ["plusplus__++", 2], ["amp__&", 1], ["string_literal__\"%d\\n\"", 1], ["r_brace__}", 5], ["numeric_constant__16", 1], ["numeric_constant__0", 4], ["numeric_constant__15", 1], ["numeric_constant__22", 1], ["header__<assert.h>", 1], ["for__for", 1], ["numeric_constant__1", 2], ["r_square__]", 7], ["numeric_constant__14", 1], ["identifier__N", 3], ["numeric_constant__5", 2], ["numeric_constant__26", 1], ["numeric_constant__21", 1], ["numeric_constant__12", 1], ["identifier__str", 9], ["numeric_constant__9", 1], ["star__*", 1], ["r_paren__)", 9], ["plus__+", 1], ["int__int", 5], ["lessequal__<=", 1], ["identifier__conv_table", 2], ["l_brace__{", 5], ["numeric_constant__7", 1], ["char__char", 1], ["header__<string.h>", 1], ["semi__;", 14], ["numeric_constant__25", 1], ["identifier__main", 1], ["l_paren__(", 9], ["equal__=", 4], ["comma___", 32], ["numeric_constant__4", 1], ["numeric_constant__18", 1], ["numeric_constant__2", 1], ["numeric_constant__20", 1], ["numeric_constant__8", 1], ["while__while", 1], ["numeric_constant__6", 1], ["identifier__scanf", 2], ["numeric_constant__23", 1], ["numeric_constant__19", 1], ["numeric_constant__11", 1], ["numeric_constant__13", 1], ["numeric_constant__3", 1], ["l_square__[", 7], ["numeric_constant__100", 1], ["numeric_constant__24", 1], ["void__void", 1], ["numeric_constant__10", 1], ["identifier__n", 5], ["numeric_constant__17", 1]] 
1E60 1460488_1483488_1E60.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["slash__/", 1], ["return__return", 1], ["string_literal__\"/home/user/code/authorship-evasion/data/dataset_advex/dataset_advex_RNN/1E60/1460488_1483488_1E60.c\"", 1], ["string_literal__\"ret % 2 == 0\"", 1], ["identifier____assert_fail", 1], ["question__?", 1], ["numeric_constant__2", 2], ["ampamp__&&", 1], ["percent__%", 1], ["identifier__i2", 3], ["continue__continue", 1], ["r_brace__}", 5], ["char_constant__'0'", 1], ["break__break", 1], ["sizeof__sizeof", 1], ["identifier__memmove", 1], ["string_literal__\"Case #%d: %d\\n\"", 1], ["minus__-", 2], ["identifier__c0", 2], ["numeric_constant__0", 8], ["header__<assert.h>", 1], ["numeric_constant__1", 5], ["for__for", 2], ["string_literal__\"%d\\n\"", 1], ["identifier__strcmp", 1], ["if__if", 3], ["plusplus__++", 3], ["__PRETTY_FUNCTION______PRETTY_FUNCTION__", 1], ["equal__=", 7], ["numeric_constant__42", 1], ["identifier__strlen", 1], ["while__while", 1], ["identifier__scanf", 2], ["int__int", 7], ["comma___", 17], ["star__*", 1], ["r_paren__)", 23], ["equalequal__==", 3], ["identifier__t", 5], ["identifier__T", 3], ["string_literal__\"%d %d\\n\"", 1], ["identifier__main", 1], ["header__<string.h>", 1], ["semi__;", 25], ["__extension______extension__", 1], ["identifier__i_str", 9], ["l_brace__{", 5], ["char__char", 3], ["lessequal__<=", 4], ["identifier__A", 4], ["amp__&", 5], ["identifier__strcpy", 1], ["identifier__B", 4], ["identifier__atoi", 1], ["identifier__ret", 4], ["identifier__printf", 1], ["identifier__i", 5], ["l_square__[", 7], ["numeric_constant__100", 2], ["void__void", 2], ["identifier__i_str_org", 5], ["identifier__sprintf", 1], ["r_square__]", 7], ["l_paren__(", 23], ["string_literal__\"%d\"", 1], ["colon__:", 1], ["identifier__i_str_len", 4]] 
1E60 1460488_1595491_1E60.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["identifier__printf", 1], ["string_literal__\"%d \"", 1], ["sizeof__sizeof", 1], ["r_square__]", 2], ["identifier__n", 5], ["identifier__N", 4], ["amp__&", 5], ["string_literal__\"%d\\n\"", 1], ["identifier__scanf", 3], ["identifier__T", 3], ["identifier__main", 1], ["ampamp__&&", 1], ["string_literal__\"Case #%d: %d\\n\"", 1], ["minus__-", 3], ["greaterequal__>=", 3], ["greater__>", 2], ["less__<", 2], ["numeric_constant__29", 1], ["string_literal__\"S == 0\"", 1], ["identifier__p", 8], ["identifier__S", 9], ["identifier__rest", 5], ["colon__:", 5], ["identifier__t", 5], ["equalequal__==", 5], ["numeric_constant__0", 18], ["string_literal__\"%d %d %d \"", 1], ["identifier__curr_count", 5], ["identifier__s", 3], ["string_literal__\"/home/user/code/authorship-evasion/data/dataset_advex/dataset_advex_RNN/1E60/1460488_1595491_1E60.c\"", 3], ["header__<assert.h>", 1], ["for__for", 2], ["numeric_constant__1", 11], ["lessequal__<=", 1], ["l_brace__{", 12], ["identifier____assert_fail", 3], ["numeric_constant__100", 1], ["l_square__[", 2], ["void__void", 5], ["numeric_constant__3", 6], ["exclaim__!", 2], ["identifier__calc_best", 3], ["identifier__sc", 9], ["slash__/", 4], ["plusplus__++", 2], ["if__if", 8], ["l_paren__(", 41], ["else__else", 3], ["question__?", 5], ["comma___", 40], ["equal__=", 7], ["__PRETTY_FUNCTION______PRETTY_FUNCTION__", 3], ["percent__%", 2], ["r_brace__}", 12], ["string_literal__\"!s\"", 1], ["return__return", 7], ["int__int", 17], ["identifier__total", 12], ["plus__+", 7], ["identifier__memset", 1], ["identifier__above_num", 5], ["numeric_constant__2", 3], ["header__<string.h>", 1], ["identifier__inc", 6], ["semi__;", 34], ["identifier__search", 4], ["string_literal__\"0\"", 1], ["__extension______extension__", 3], ["numeric_constant__21", 1], ["r_paren__)", 41], ["numeric_constant__9", 1], ["star__*", 2]] 
1E60 2270488_2449486_1E60.c [["header__<stdio.h>", 1], ["return__return", 1], ["string_literal__\"NO\"", 1], ["colon__:", 1], ["header__<stdlib.h>", 1], ["string_literal__\"YES\"", 1], ["question__?", 1], ["string_literal__\"Case #%d: %s\\n\"", 1], ["identifier__printf", 1], ["exclaimequal__!=", 1], ["identifier__possible", 3], ["header__<string.h>", 1], ["semi__;", 40], ["l_square__[", 28], ["numeric_constant__100", 1], ["star__*", 2], ["r_paren__)", 22], ["identifier__argv", 1], ["identifier__N", 9], ["less__<", 14], ["identifier__M", 9], ["int__int", 9], ["identifier__scanf", 3], ["comma___", 11], ["identifier__t", 5], ["identifier__main", 1], ["l_paren__(", 22], ["identifier__T", 3], ["string_literal__\"%d %d\\n\"", 1], ["identifier__argc", 1], ["identifier__Goal", 7], ["identifier__x", 28], ["r_brace__}", 16], ["identifier__y", 28], ["identifier__Board", 7], ["string_literal__\"%d\\n\"", 1], ["if__if", 5], ["plusplus__++", 11], ["string_literal__\"%d \"", 1], ["amp__&", 4], ["equal__=", 20], ["header__<assert.h>", 1], ["for__for", 11], ["numeric_constant__1", 2], ["numeric_constant__0", 14], ["char__char", 1], ["l_brace__{", 16], ["lessequal__<=", 1], ["r_square__]", 28], ["identifier__setting", 10]] 
1E60 2270488_2453486_1E60.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["string_literal__\"Case #%d: %s\\n\"", 1], ["identifier__printf", 1], ["string_literal__\"Draw\"", 1], ["string_literal__\"Game has not completed\"", 1], ["string_literal__\"X won\"", 1], ["__extension______extension__", 1], ["numeric_constant__58", 1], ["string_literal__\"/home/user/code/authorship-evasion/data/dataset_advex/dataset_advex_RNN/1E60/2270488_2453486_1E60.c\"", 1], ["string_literal__\"!(X_won && O_won)\"", 1], ["identifier____assert_fail", 1], ["colon__:", 1], ["char_constant__'O'", 1], ["identifier__O_won", 3], ["char_constant__'X'", 1], ["identifier__X_won", 3], ["identifier__retstr", 6], ["char_constant__'.'", 1], ["else__else", 3], ["question__?", 1], ["identifier__has_empty", 3], ["string_literal__\"%c \"", 1], ["amp__&", 2], ["string_literal__\"%d\\n\"", 1], ["identifier__scanf", 2], ["identifier__Board", 14], ["header__<string.h>", 1], ["semi__;", 48], ["identifier__y", 21], ["r_brace__}", 18], ["identifier__x", 37], ["lessequal__<=", 1], ["char__char", 5], ["l_brace__{", 18], ["string_literal__\"O won\"", 1], ["identifier__c", 5], ["identifier__sprintf", 4], ["r_square__]", 25], ["void__void", 1], ["numeric_constant__100", 1], ["l_square__[", 25], ["numeric_constant__3", 2], ["comma___", 19], ["star__*", 2], ["r_paren__)", 40], ["identifier__check_win", 3], ["int__int", 8], ["l_paren__(", 40], ["__PRETTY_FUNCTION______PRETTY_FUNCTION__", 1], ["equal__=", 15], ["numeric_constant__0", 14], ["header__<assert.h>", 1], ["for__for", 11], ["numeric_constant__1", 6], ["less__<", 10], ["exclaim__!", 1], ["identifier__argv", 1], ["plusplus__++", 11], ["if__if", 12], ["numeric_constant__4", 18], ["char_constant__'T'", 4], ["exclaimequal__!=", 8], ["ampamp__&&", 5], ["break__break", 4], ["minus__-", 2], ["equalequal__==", 5], ["identifier__t", 5], ["return__return", 6], ["identifier__main", 1], ["identifier__T", 3], ["identifier__argc", 1]] 
1E60 2270488_2463486_1E60.c [["header__<stdlib.h>", 1], ["header__<math.h>", 1], ["identifier__sqrt", 2], ["identifier__ret", 3], ["string_literal__\"%d\\n\"", 1], ["identifier__A_", 3], ["double__double", 3], ["identifier__As", 5], ["amp__&", 3], ["identifier__B", 4], ["identifier__A", 4], ["identifier__scanf", 2], ["string_literal__\"%lld\"", 1], ["header__<string.h>", 1], ["semi__;", 28], ["r_brace__}", 7], ["lessequal__<=", 4], ["identifier__Bs", 3], ["char__char", 2], ["l_brace__{", 7], ["l_square__[", 3], ["numeric_constant__100", 1], ["comma___", 16], ["identifier__is_pr", 3], ["string_literal__\"Case #%d: %d\\n\"", 1], ["minus__-", 3], ["identifier__sprintf", 1], ["r_square__]", 3], ["plus__+", 1], ["int__int", 7], ["l_paren__(", 20], ["long__long", 4], ["identifier__B_", 3], ["less__<", 2], ["identifier__argv", 1], ["identifier__n", 9], ["identifier__printf", 1], ["string_literal__\"%lld %lld\\n\"", 1], ["identifier__i", 6], ["header__<stdio.h>", 1], ["identifier__len", 4], ["equal__=", 13], ["identifier__strlen", 1], ["numeric_constant__0", 4], ["header__<assert.h>", 1], ["identifier__n2", 5], ["numeric_constant__1", 7], ["for__for", 3], ["plusplus__++", 4], ["if__if", 4], ["ampamp__&&", 2], ["exclaimequal__!=", 1], ["return__return", 2], ["identifier__main", 1], ["identifier__T", 3], ["identifier__str", 5], ["identifier__ok", 3], ["identifier__argc", 1], ["r_paren__)", 20], ["star__*", 3], ["identifier__t", 5]] 
1E60 2974486_5709773144064000_1E60.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["numeric_constant__0", 1], ["return__return", 1], ["identifier__printf", 1], ["r_brace__}", 4], ["less__<", 1], ["amp__&", 4], ["identifier__scanf", 2], ["header__<string.h>", 1], ["semi__;", 19], ["identifier__argv", 1], ["string_literal__\"%d\\n\"", 1], ["if__if", 1], ["plusplus__++", 1], ["break__break", 1], ["numeric_constant__2.0", 1], ["r_paren__)", 9], ["star__*", 2], ["identifier__t0", 4], ["comma___", 11], ["identifier__t", 5], ["identifier__main", 1], ["l_paren__(", 9], ["identifier__T", 3], ["identifier__argc", 1], ["plusequal__+=", 3], ["equal__=", 6], ["string_literal__\"Case #%d: %.8lf\\n\"", 1], ["while__while", 1], ["char__char", 1], ["l_brace__{", 4], ["lessequal__<=", 1], ["double__double", 5], ["identifier__t1a", 4], ["for__for", 1], ["numeric_constant__1", 2], ["identifier__X", 4], ["identifier__C", 3], ["identifier__total_time", 4], ["numeric_constant__0.0", 1], ["identifier__F", 4], ["identifier__rate", 5], ["string_literal__\"%lf %lf %lf\\n\"", 1], ["slash__/", 3], ["int__int", 3], ["identifier__t1b", 3], ["plus__+", 2]] 
1E60 2974486_5756407898963968_1E60.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["return__return", 1], ["string_literal__\"Case #%d: Bad magician!\\n\"", 1], ["string_literal__\"Case #%d: Volunteer cheated!\\n\"", 1], ["identifier__printf", 3], ["else__else", 3], ["greater__>", 2], ["string_literal__\"Case #%d: %d\\n\"", 1], ["minus__-", 4], ["r_brace__}", 13], ["identifier__scanf", 5], ["int__int", 8], ["l_square__[", 14], ["identifier__argv", 1], ["string_literal__\"%d\\n\"", 3], ["if__if", 5], ["plusplus__++", 7], ["amp__&", 5], ["identifier__b1", 3], ["string_literal__\"%d \"", 2], ["r_paren__)", 21], ["star__*", 2], ["identifier__c2", 6], ["numeric_constant__4", 10], ["equalequal__==", 3], ["identifier__t", 7], ["identifier__main", 1], ["l_paren__(", 21], ["identifier__T", 3], ["identifier__argc", 1], ["equal__=", 10], ["for__for", 7], ["numeric_constant__1", 5], ["numeric_constant__0", 12], ["less__<", 6], ["identifier__q1", 3], ["identifier__q2", 4], ["identifier__col", 9], ["header__<string.h>", 1], ["semi__;", 31], ["identifier__b2", 4], ["identifier__row", 9], ["r_square__]", 14], ["comma___", 15], ["identifier__c1", 5], ["char__char", 1], ["l_brace__{", 13], ["lessequal__<=", 1], ["identifier__ans", 8]] 
1E60_advex 1460488_1483485_1E60_advex.c [["header__<stdio.h>", 1], ["return__return", 1], ["string_literal__\"Case #%d: %s\\n\"", 1], ["minus__-", 1], ["char_constant__'a'", 2], ["char_constant__' '", 1], ["char_constant__'\\0'", 1], ["exclaimequal__!=", 2], ["identifier__printf", 1], ["identifier__i", 6], ["string_literal__\"%[a-z ]\\n\"", 1], ["sizeof__sizeof", 1], ["identifier__memset", 1], ["if__if", 1], ["plusplus__++", 2], ["amp__&", 1], ["string_literal__\"%d\\n\"", 1], ["r_brace__}", 5], ["numeric_constant__16", 1], ["numeric_constant__0", 4], ["numeric_constant__15", 1], ["numeric_constant__22", 1], ["for__for", 1], ["numeric_constant__1", 2], ["r_square__]", 7], ["numeric_constant__14", 1], ["identifier__N", 3], ["numeric_constant__5", 2], ["numeric_constant__26", 1], ["numeric_constant__21", 1], ["numeric_constant__12", 1], ["identifier__str", 9], ["numeric_constant__9", 1], ["star__*", 1], ["r_paren__)", 9], ["plus__+", 1], ["int__int", 5], ["lessequal__<=", 1], ["identifier__conv_table", 2], ["l_brace__{", 5], ["numeric_constant__7", 1], ["char__char", 1], ["header__<string.h>", 1], ["semi__;", 14], ["numeric_constant__25", 1], ["identifier__main", 1], ["l_paren__(", 9], ["equal__=", 4], ["comma___", 32], ["numeric_constant__4", 1], ["numeric_constant__18", 1], ["numeric_constant__2", 1], ["numeric_constant__20", 1], ["numeric_constant__8", 1], ["while__while", 1], ["numeric_constant__6", 1], ["identifier__scanf", 2], ["numeric_constant__23", 1], ["numeric_constant__19", 1], ["numeric_constant__11", 1], ["numeric_constant__13", 1], ["numeric_constant__3", 1], ["l_square__[", 7], ["numeric_constant__100", 1], ["numeric_constant__24", 1], ["void__void", 1], ["numeric_constant__10", 1], ["identifier__n", 5], ["numeric_constant__17", 1]] 
1E60_advex 1460488_1483488_1E60_advex.c [["header__<stdlib.h>", 1], ["header__<stdio.h>", 1], ["return__return", 1], ["slash__/", 1], ["string_literal__\"/home/user/code/authorship-evasion/data/dataset_advex/dataset_advex_RNN/1E60/1460488_1483488_1E60_advex.c\"", 1], ["string_literal__\"ret % 2 == 0\"", 1], ["identifier____assert_fail", 1], ["question__?", 1], ["numeric_constant__2", 2], ["percent__%", 1], ["identifier__i2", 3], ["numeric_constant__52", 1], ["continue__continue", 1], ["break__break", 1], ["equalequal__==", 3], ["plusplus__++", 3], ["identifier__strcmp", 1], ["if__if", 4], ["sizeof__sizeof", 1], ["identifier__memmove", 1], ["__PRETTY_FUNCTION______PRETTY_FUNCTION__", 1], ["equal__=", 7], ["while__while", 3], ["identifier__strlen", 1], ["identifier__c0", 2], ["identifier__scanf", 2], ["int__int", 7], ["header__<assert.h>", 1], ["numeric_constant__1", 5], ["numeric_constant__0", 8], ["identifier__printf", 1], ["identifier__ojmi_Var", 5], ["comma___", 17], ["identifier__duai_Var", 3], ["header__<string.h>", 1], ["semi__;", 25], ["__extension______extension__", 1], ["identifier__i_str", 9], ["star__*", 1], ["r_paren__)", 24], ["string_literal__\"%d\\n\"", 1], ["identifier__main", 1], ["string_literal__\"%d %d\\n\"", 1], ["char__char", 3], ["l_brace__{", 9], ["lessequal__<=", 4], ["identifier__A", 4], ["amp__&", 5], ["identifier__strcpy", 1], ["identifier__B", 4], ["identifier__atoi", 1], ["identifier__ret", 4], ["char_constant__'0'", 1], ["r_brace__}", 9], ["identifier__ndli_Var", 5], ["l_square__[", 7], ["numeric_constant__100", 2], ["void__void", 2], ["identifier__i_str_org", 5], ["identifier__sprintf", 1], ["r_square__]", 7], ["l_paren__(", 24], ["string_literal__\"%d\"", 1], ["colon__:", 1], ["identifier__i_str_len", 4], ["string_literal__\"Case #%d: %d\\n\"", 1], ["minus__-", 2]] 
