1E60 1460488_1483485_1E60.c [["NumFunctions/length", "1.046025e-03"], ["avgParams", "0.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "4"], ["avgbranchingfactor", "1.000000e+00"]] 
1E60 1460488_1483488_1E60.c [["NumFunctions/length", "9.746589e-04"], ["avgParams", "0.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "5"], ["avgbranchingfactor", "1.333333e+00"]] 
1E60 1460488_1595491_1E60.c [["NumFunctions/length", "2.117149e-03"], ["avgParams", "2.333333e+00"], ["stdDevNumParams", "2.054805e+00"], ["nestingdepth", "3"], ["avgbranchingfactor", "1.333333e+00"]] 
1E60 2270488_2449486_1E60.c [["NumFunctions/length", "6.662225e-04"], ["avgParams", "2.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "5"], ["avgbranchingfactor", "1.416667e+00"]] 
1E60 2270488_2453486_1E60.c [["NumFunctions/length", "1.152738e-03"], ["avgParams", "2.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "5"], ["avgbranchingfactor", "1.409091e+00"]] 
1E60 2270488_2463486_1E60.c [["NumFunctions/length", "2.176279e-03"], ["avgParams", "1.500000e+00"], ["stdDevNumParams", "5.000000e-01"], ["nestingdepth", "5"], ["avgbranchingfactor", "1.125000e+00"]] 
1E60 2974486_5709773144064000_1E60.c [["NumFunctions/length", "1.434720e-03"], ["avgParams", "2.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "4"], ["avgbranchingfactor", "1.000000e+00"]] 
1E60 2974486_5756407898963968_1E60.c [["NumFunctions/length", "8.130081e-04"], ["avgParams", "2.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "7"], ["avgbranchingfactor", "1.375000e+00"]] 
abhinav1203 1460488_1483485_abhinav1203.c [["NumFunctions/length", "1.464129e-03"], ["avgParams", "0.000000e+00"], ["stdDevNumParams", "0.000000e+00"], ["nestingdepth", "4"], ["avgbranchingfactor", "1.000000e+00"]] 
abhinav1203 1460488_1483488_abhinav1203.c [["NumFunctions/length", "3.696858e-03"], ["avgParams", "1.000000e+00"], ["stdDevNumParams", "7.071068e-01"], ["nestingdepth", "5"], ["avgbranchingfactor", "1.100000e+00"]] 
