1E60 1460488_1483485_1E60.c [["NumFunctions/length", "1.217210e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
1E60 1460488_1483488_1E60.c [["NumFunctions/length", "1.241762e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
1E60 1460488_1595491_1E60.c [["NumFunctions/length", "1.255113e-06"], ["avgParams", "5.666667e+00"], ["stdDevNumParams", "4.496913e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
1E60 2270488_2449486_1E60.c [["NumFunctions/length", "9.746497e-07"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
1E60 2270488_2453486_1E60.c [["NumFunctions/length", "7.794090e-07"], ["avgParams", "5.000000e+00"], ["stdDevNumParams", "3.559026e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
1E60 2270488_2463486_1E60.c [["NumFunctions/length", "1.251432e-06"], ["avgParams", "4.666667e+00"], ["stdDevNumParams", "3.091206e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
1E60 2974486_5709773144064000_1E60.c [["NumFunctions/length", "1.273708e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.000000e+00"]] 
1E60 2974486_5756407898963968_1E60.c [["NumFunctions/length", "1.078523e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
abhinav1203 1460488_1483485_abhinav1203.c [["NumFunctions/length", "8.635193e-07"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
abhinav1203 1460488_1483488_abhinav1203.c [["NumFunctions/length", "1.712985e-06"], ["avgParams", "3.750000e+00"], ["stdDevNumParams", "2.487469e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "1.846154e+00"]] 
abhinav1203 1460488_1595491_abhinav1203.c [["NumFunctions/length", "2.139728e-06"], ["avgParams", "2.600000e+00"], ["stdDevNumParams", "2.939388e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "1.750000e+00"]] 
abhinav1203 2270488_2449486_abhinav1203.c [["NumFunctions/length", "9.318852e-07"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
abhinav1203 2270488_2453486_abhinav1203.c [["NumFunctions/length", "7.463619e-07"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.000000e+00"]] 
abhinav1203 2270488_2463486_abhinav1203.c [["NumFunctions/length", "2.727364e-06"], ["avgParams", "2.333333e+00"], ["stdDevNumParams", "3.197221e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "1.714286e+00"]] 
abhinav1203 2974486_5709773144064000_abhinav1203.c [["NumFunctions/length", "1.348333e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.000000e+00"]] 
abhinav1203 2974486_5756407898963968_abhinav1203.c [["NumFunctions/length", "9.138703e-07"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
alan790712 1460488_1483485_alan790712.c [["NumFunctions/length", "2.670980e-06"], ["avgParams", "2.166667e+00"], ["stdDevNumParams", "2.852874e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "1.642857e+00"]] 
alan790712 1460488_1483488_alan790712.c [["NumFunctions/length", "3.084567e-06"], ["avgParams", "2.142857e+00"], ["stdDevNumParams", "2.641892e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "1.588235e+00"]] 
alan790712 1460488_1595491_alan790712.c [["NumFunctions/length", "1.305260e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.111111e+00"]] 
alan790712 2270488_2449486_alan790712.c [["NumFunctions/length", "1.134092e-06"], ["avgParams", "4.333333e+00"], ["stdDevNumParams", "2.624669e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.000000e+00"]] 
alan790712 2270488_2453486_alan790712.c [["NumFunctions/length", "1.215459e-06"], ["avgParams", "4.666667e+00"], ["stdDevNumParams", "3.091206e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "2.000000e+00"]] 
alan790712 2270488_2463486_alan790712.c [["NumFunctions/length", "2.464347e-06"], ["avgParams", "2.166667e+00"], ["stdDevNumParams", "2.852874e+00"], ["nestingdepth", "6"], ["avgbranchingfactor", "1.714286e+00"]] 
